,店名,类型,地址,评论数,人均,口味,环境,服务,特色菜,经度,纬度
529,功·道潮汕牛肉火锅,火锅,滨河路111号建行北侧恒辉写字楼2层,69,105,8.3,8.2,8.3,现打牛肉丸 吊龙,116.1043127,39.93576295
530,渡娘火锅(清河店),火锅,清河一街60号一层109号底商,382,109,9.1,9.1,9,屠场鲜毛肚 鲜鸭血,116.3418325,40.03034527
531,虾吃虾涮虾火锅(六里桥店),火锅,太平桥路15号107底商,1000,81,8.7,8.5,8.2,招牌中锅虾 恋上虾锅,116.3113499,39.8778212
532,江小渔斑鱼火锅(西红门店),火锅,西红门宏业路（2号院）与欣宏大街十字路口东南角底商,613,107,9,8.9,8.7,斑鱼 斑鱼，鱼骨锅底，,116.3348758,39.78039484
533,井格重庆火锅(世界之花假日广场店),火锅,久敬庄路世界之花四层井格火锅,213,128,8.8,9.1,9,麻辣牛肉 井格毛肚,116.4161434,39.81822128
534,狼爱上羊音乐火锅,火锅,大井桥南路西202号，地铁大井站西300米,431,111,9.2,9.2,8.8,招牌虾滑 手切羊肉,116.2581879,39.86445121
535,重庆十八梯老火锅(总店),火锅,罗庄东路10号,1743,113,8.5,8.3,8.4,嫩牛肉 鲜毛肚,116.3438892,39.97190409
536,仟签会串串香火锅(广渠门店),火锅,东花市大街北里中区28号楼底商45号,758,92,8.8,8.9,8.7,辣牛肉 嫩牛肉,116.4262602,39.89635403
537,牛者潮汕鲜牛肉火锅(万年24小时店),火锅,丰台东路育芳园49号楼底商,582,111,9.1,9.1,9.1,手打牛肉丸 新鲜肥牛,116.3128222,39.84704032
538,一锅两头牛·筋头巴脑一锅香(崇文门店),火锅,崇文门外大街搜秀7层,287,86,8.5,8.6,8.7,筋头巴脑一锅香 筋头巴脑鸳鸯锅,116.4127881,39.89154113
539,杨家火锅(朝阳大悦城店),火锅,青年路与朝阳北路交口南100米佳亿青年汇4层,2433,139,8.5,8.7,8.4,杨家秘制麻辣香牛肉 杨家传承酥肉,116.5080446,39.92117975
540,解腰带(中关村店),自助餐,中关村大街15号东方创业谷·食宝街内,1126,52,7.4,7.4,7.6,韩国年糕火锅 南瓜粥,116.3071598,39.9790831
541,虾吃虾涮(劲松华腾北塘店),火锅,南磨房路37-2号,2636,94,9,8.5,8.5,恋上虾锅 手擀面,116.4612532,39.88379862
542,东来顺饭庄(新源西里店),火锅,新源西里中街12号,1138,118,8.4,8.1,7.8,元东来顺外脊羊肉 烧饼,116.441674,39.94711869
543,乾矿老火锅,火锅,广顺北大街望京西园四区420号楼,258,119,8.7,8.9,8.9,乾矿空运毛肚 碗碗鲜鸭血,116.4629492,39.99516744
544,呷哺呷哺(朝阳大悦城店),火锅,朝阳北路101号朝阳大悦城8层,1488,61,8.5,7.9,7.9,麻酱 肥牛套餐拼盘,116.5130868,39.92387755
545,葱葱那年串串香火锅(中关村店),火锅,彩和坊路8号天创科技大厦底商,1847,73,8.3,8.5,8.5,美味串串 麻辣牛肉,116.3027515,39.98041703
546,王家渡火锅(顺义店),火锅,站前街8号院17号楼S1商业楼,897,140,9.1,9.2,8.9,自制虾滑 自选水果,116.6421619,40.12093068
547,阿丽斑鱼庄(洋桥店),火锅,马家堡东路与角门北路交叉口天路蓝图大厦三层,2958,96,8.8,8.8,7.8,斑鱼刺身 阿丽斑鱼锅,116.3805785,39.84781519
548,新辣道鱼火锅(荟聚购物中心西红门店),火锅,欣宁街15号荟聚购物中心3楼,2969,110,8.7,8.5,8.4,红汤梭边鱼锅 土豆,116.3222996,39.78687613
549,渝味辣铺(清河店),火锅,小营西路25号院新天宇网咖隔壁,544,87,8.8,8.7,8.9,麻辣牛肉 香菜牛肉,116.3262873,40.03586233
550,誉满楼姿造火锅,火锅,朝外大街朝外209东岳庙西墙外,517,130,8.9,9.3,9,雪龙雪花上脑 基围虾姿造,116.4489472,39.9187684
551,二人锅(北京爱琴海购物公园店),韩国料理,七圣中街12号院爱琴海购物公园4层,1135,80,8.3,8.9,8.5,首尔大王章鱼锅 芝士年糕锅,116.4299625,39.96941956
552,鲜牛记潮汕牛肉火锅(石景山鲁谷店),火锅,鲁谷路台湾街2号,1288,115,8.3,8,8.2,吊龙 生丸,116.2320073,39.90290822
553,槐店王婆大虾(玲珑路店),火锅,玲珑路恩济西园北门,319,81,8.9,8.5,8.4,精品大虾锅 抻面,116.2754477,39.9303911
554,新辣道鱼火锅(世茂广场·工三店),火锅,工体北路13号世茂广场·工三B1层,1721,105,9,8.9,8.8,巴沙鱼 红汤梭边鱼锅,116.4439531,39.9345985
555,钢管厂五区小郡肝火锅串串香(簋街总店),火锅,东直门内大街186号,1004,116,8.4,7.5,7.7,特色小郡肝 麻辣牛肉,116.4168499,39.9394045
556,羯子李(西便门总店),火锅,西便门西里7号楼1楼,2066,103,8.4,7.6,7.6,白汤蝎子 炸窝头,116.3451033,39.89720648
557,火凤凰重庆火锅(东直门店),火锅,东直门内大街15-8号,2196,125,8.4,7,7.2,牛蛙 功夫青笋,116.4202202,39.93988673
558,百旺签百味火锅串串(双榆树人民大学店),火锅,双榆树三街中段双榆树西里4号楼西北角,1476,81,8.8,8.1,8.6,秘制四川酥肉 手切鲜牛肉,116.3172458,39.96647022
559,定海神针冷锅串(工体店),火锅,工体北路13号,591,90,8.8,8.4,8.3,素食串串单人餐 脑花,116.4432988,39.93367628
560,热辣壹号(屯三里店),火锅,工体北路21号永利国际购物中心F2,4656,133,8.5,9,8.6,麻辣牛肉 功夫鸭肠,116.4384344,39.93351996
561,蝎王府羊蝎子(东四北新桥店),火锅,东四北大街26号,594,84,8.7,8.3,8.2,精品羊蝎子小锅 涮菜,116.4108396,39.9381681
562,佐冷馋·串串里(方庄店),火锅,蒲芳路8号,267,106,8.4,8.7,8.5,牛肉系列 自助调料,116.4265402,39.86428701
563,皇城老妈(德胜店),火锅,德胜门教场口街9号院戊9-2号,2923,162,8.3,8.6,7.9,老妈牛肉 毛肚,116.3745704,39.95378506
564,美炉火锅(郎园Vintage店),火锅,通惠河北路郎园Vintage艺术园区南门2号楼1层,1602,185,8.6,9.2,9.1,严选雪花肥牛 北纬38度高钙羊,116.2247612,39.9527351
565,槐店王婆大虾(圣熙八号店),火锅,学院路街道圣熙８号购物中心5层,798,74,9.1,8.5,9,虾锅 王婆拉面,116.3477768,40.00712561
566,田源鸡火锅(通田店),火锅,玉带河大街177号,986,76,9,8.4,8.7,田源鸡 手打鲜虾滑,116.6357866,39.90103375
567,川越(广顺南大街店),火锅,广顺南大街望花路东里2号楼,974,78,8.8,8.2,8.6,嫩牛肉 油碟,116.4680589,39.98837241
568,ZeroGo环球健康蔬食,素菜,望京东园七区保利好食界8-1号,408,98,8.6,9.1,9,藜麦南瓜活力碗 告别慵懒牛油果时蔬超级碗,116.4834771,39.99715193
569,102蹄花火锅(北大南门店),火锅,海淀路19-1号中成大厦1楼,1195,70,8.6,8.2,8.4,木瓜猪蹄 金牌麻酱,116.3049413,39.98481895
570,蜀签传成都串串(洋桥店),火锅,角门东里11号楼一层北,1267,78,8.4,8.5,8.7,冷锅串串 冒鸭血,116.3801625,39.84665622
571,乐山飘香串串香(西大望路店),火锅,西大望路首都经济贸易大学8号楼1层,197,89,8.9,8.9,9,菌汤鸳鸯锅 卤牛肉,116.4715169,39.91317208
572,杨火老灶火锅(首都机场店),火锅,首都机场南平街6号,164,103,8.6,8.9,8.7,屠场鲜鸭血 大脸毛肚,116.5985406,40.04499643
573,蝎王府羊蝎子(六里桥店),火锅,太平桥西路马连道南街,2315,84,9.1,8.5,8.3,普通羊蝎子 免费小麻团,116.3081896,39.8811274
574,金源福城肥牛火锅(远大路金源店),火锅,远大路1号金源时代购物中心五层5-17号,6335,91,7.8,7.5,7.4,酸梅汤 特价肥牛,116.2825041,39.95661364
575,巴蜀王婆大虾(望京店),火锅,望花路望京花家地街1号楼2层,171,82,8.9,8.5,8.2,大锅虾 抻面,116.4627404,39.98475451
576,重来火锅,火锅,和平里东街13区5号楼西侧底商,271,85,8.4,8.6,8.8,重庆手工苕粉 鸳鸯锅,116.4191366,39.96296412
577,胖哥俩肉蟹煲(中粮祥云小镇店),火锅,空港街道安泰大街9号院10号楼2层10-201-C,846,83,8.1,8.4,7.8,胖哥俩葱油饼 鸡爪煲,116.5314546,40.08828686
578,四季大盘涮肉(鲁谷店),火锅,鲁谷路与翠园西街东南角,530,86,9,8.3,8.8,高钙羊肉 手切鲜肉,116.2210515,39.90251369
579,魏老香鸡火锅(马驹桥店),火锅,马驹桥商业街2号,476,65,8.9,8.9,8.7,鸡火锅 山野麻辣鸡锅,116.5468276,39.7617342
580,山城辣妹子重庆火锅(方庄一店),火锅,芳古路芳群园二区28号楼,3659,91,8.6,8.1,8,麻团 小烧饼,116.4250405,39.86042189
581,北京潮汕牛肉火锅店(光华路店),火锅,光华路1号院,540,122,8.4,8.4,8.5,经典手捶牛肉丸锅底 吊龙,116.46307,39.91281473
582,大成醉串串(大望路店),火锅,大望路景辉南街,516,71,8.8,8.2,8.5,串串香 冒脑花,116.4657495,39.90839538
583,辣莊重庆老火锅(望京店),火锅,河荫中路望京西园2区6号美食一条街,1224,124,8.4,9,8.8,精品肥牛 屠场鲜毛肚,116.4628055,40.00382272
584,蜀神砂器串串香(总部基地店),火锅,丰葆路106号,587,92,8.9,8.8,8.6,串串 蜀神鸳鸯锅底,116.2850134,39.81406122
585,小辉哥火锅(国瑞购物中心店),火锅,崇文门外大街18号国瑞购物中心2层,3784,128,8.5,8.8,8.2,秘制五香肥牛 炸腐皮,116.4136408,39.89681833
586,小椒串串香火锅(鼓楼西大街店),火锅,鼓楼西大街56号,1219,81,8.3,7.5,7.5,麻辣香锅 酸梅汤,116.3863901,39.93946239
587,蝎王府羊蝎子(朝阳北路店),火锅,朝阳北路延静里12号,5163,90,8.8,8.1,7.8,普通羊蝎子 特色面片,116.4763079,39.9219794
588,丽江庭院之丽江往事(安定门店),火锅,柴棒胡同3号,2584,154,8.2,8.8,8.5,斑鱼片 芝士丸,116.4014626,39.94481411
589,杨家火锅(大望路店),火锅,建国路88号大望桥西南角西大望路现代城立体停车楼一层,1599,144,8.3,8.1,7.9,杨家秘制麻辣香牛肉 鲜毛肚,116.469826,39.9049065
590,京味居铜锅涮肉(怀柔潘家园店),火锅,迎宾路与滨湖北街交口金融大厦红绿灯向西200米路北,137,80,9.1,8.8,8.5,手切羊肉 高钙羊脆骨,116.6328622,40.32689886
591,乐山飘香串串香(鼓楼店),火锅,鼓楼东大街小经厂,2026,86,8.7,8,8.3,秘制牛肉 鸳鸯锅,116.3990004,39.93985113
592,宽板凳老灶火锅(天竺店),火锅,天北路府前一街4号,401,117,9,8.8,8.6,巴蜀嫩牛肉 鲜毛肚,116.5792011,40.06002723
593,忆巴蜀鲜菜火锅(青塔西路店),火锅,青塔西路15号,63,66,8.8,8.9,9,红酒嫩牛肉 鸳鸯骨汤锅底,116.2582722,39.88264227
594,东来顺饭庄(城乡世纪广场店),火锅,科创五街38号城乡世纪广场E座3层E310-311,890,105,8.8,8.9,8.4,精选羔羊肉 烧饼,116.5271637,39.80219016
595,兴记猪肚鸡云南火锅鱼(常营店),火锅,北辰福地v中心B1-113B,736,66,8.7,8,8.8,胡椒猪肚鸡 腊味煲仔饭,116.5945789,39.92565219
596,巴蜀·王婆大虾(右安门店),火锅,玉林东路玉林里17号楼底商,489,84,9.1,7.9,8.4,微辣大锅 抻面,116.3534869,39.86448423
597,阿拉腾娜日蒙古涮肉烧烤,火锅,兴业大街76-08号华昱家园西门底商,681,82,8.1,7.8,8.2,老北京铜锅涮肉 自助小料,116.3226696,39.72727735
598,蝎梁府(左家庄店),火锅,香河园路左家庄前街1号京华时报社前,827,77,9,8.5,8.4,精品羊蝎子 武大郎烧饼,116.4370298,39.95217192
